datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
4/18/11 19:00,2,0,1,1,22.96,26.515,46,16.9979,42,244,286
4/18/11 20:00,2,0,1,1,24.6,31.06,33,19.9995,29,136,165
4/18/11 21:00,2,0,1,1,22.96,26.515,37,19.0012,20,131,151
4/18/11 22:00,2,0,1,1,21.32,25,55,19.0012,9,81,90
4/18/11 23:00,2,0,1,1,20.5,24.24,59,16.9979,11,35,46
4/19/11 0:00,2,0,1,1,20.5,24.24,55,15.0013,2,23,25
4/19/11 1:00,2,0,1,1,18.86,22.725,63,15.0013,5,2,7
4/19/11 2:00,2,0,1,1,18.86,22.725,67,19.0012,8,5,13
4/19/11 3:00,2,0,1,1,19.68,23.485,63,15.0013,0,3,3
4/19/11 4:00,2,0,1,1,18.86,22.725,67,6.0032,1,4,5
4/19/11 5:00,2,0,1,2,18.86,22.725,72,12.998,1,17,18
4/19/11 6:00,2,0,1,2,19.68,23.485,67,0,2,63,65
4/19/11 7:00,2,0,1,2,21.32,25,55,0,22,166,188
4/19/11 8:00,2,0,1,2,20.5,24.24,68,8.9981,20,331,351
4/19/11 9:00,2,0,1,3,21.32,25,63,6.0032,23,139,162
4/19/11 10:00,2,0,1,2,20.5,24.24,72,15.0013,15,60,75
4/19/11 11:00,2,0,1,2,22.14,25.76,68,11.0014,19,53,72
4/19/11 12:00,2,0,1,2,22.14,25.76,64,6.0032,19,84,103
4/19/11 13:00,2,0,1,2,22.14,25.76,68,15.0013,26,103,129
4/19/11 14:00,2,0,1,2,22.14,25.76,64,12.998,19,88,107
4/19/11 15:00,2,0,1,2,22.14,25.76,65,11.0014,44,83,127
4/19/11 16:00,2,0,1,1,22.96,26.515,52,19.9995,30,162,192
4/19/11 17:00,2,0,1,1,22.96,26.515,60,7.0015,39,372,411
4/19/11 18:00,2,0,1,2,22.14,25.76,64,8.9981,44,377,421
4/19/11 19:00,2,0,1,2,20.5,24.24,72,12.998,28,248,276
4/19/11 20:00,2,0,1,2,20.5,24.24,72,15.0013,20,148,168
4/19/11 21:00,2,0,1,2,20.5,24.24,72,8.9981,8,114,122
4/19/11 22:00,2,0,1,1,19.68,23.485,77,6.0032,3,109,112
4/19/11 23:00,2,0,1,1,18.86,22.725,88,6.0032,11,41,52
5/18/11 0:00,2,0,1,2,22.14,25.76,88,15.0013,8,15,23
5/18/11 1:00,2,0,1,2,22.14,25.76,88,16.9979,3,9,12
5/18/11 2:00,2,0,1,3,21.32,25,94,15.0013,1,5,6
5/18/11 3:00,2,0,1,3,21.32,25,94,19.9995,6,3,9
5/18/11 4:00,2,0,1,3,21.32,25,94,19.9995,1,2,3
5/18/11 5:00,2,0,1,1,21.32,25,100,15.0013,0,9,9
5/18/11 6:00,2,0,1,1,21.32,25,100,8.9981,2,99,101
5/18/11 7:00,2,0,1,1,22.14,25.76,88,12.998,14,260,274
5/18/11 8:00,2,0,1,1,22.96,26.515,88,19.0012,25,428,453
5/18/11 9:00,2,0,1,3,22.96,26.515,83,16.9979,26,176,202
5/18/11 10:00,2,0,1,3,22.14,25.76,88,19.0012,33,73,106
5/18/11 11:00,2,0,1,2,22.14,25.76,94,6.0032,6,17,23
5/18/11 12:00,2,0,1,1,22.96,26.515,94,19.9995,12,42,54
5/18/11 13:00,2,0,1,2,22.96,26.515,83,22.0028,30,92,122
5/18/11 14:00,2,0,1,2,23.78,27.275,78,19.0012,44,94,138
5/18/11 15:00,2,0,1,1,24.6,28.79,78,16.9979,34,133,167
5/18/11 16:00,2,0,1,1,24.6,29.545,73,12.998,53,241,294
5/18/11 17:00,2,0,1,1,24.6,29.545,69,8.9981,78,487,565
5/18/11 18:00,2,0,1,1,24.6,29.545,73,15.0013,58,431,489
5/18/11 19:00,2,0,1,3,22.96,26.515,88,8.9981,43,288,331
5/18/11 20:00,2,0,1,3,22.96,26.515,88,8.9981,24,189,213
5/18/11 21:00,2,0,1,1,21.32,25,88,0,11,74,85
5/18/11 22:00,2,0,1,1,21.32,25,83,0,14,103,117
5/18/11 23:00,2,0,1,1,21.32,25,94,6.0032,10,49,59
5/19/11 0:00,2,0,1,1,21.32,25,94,7.0015,6,23,29
5/19/11 1:00,2,0,1,1,20.5,24.24,94,0,2,4,6
5/19/11 2:00,2,0,1,1,20.5,24.24,94,0,3,12,15
5/19/11 3:00,2,0,1,1,19.68,23.485,100,0,1,3,4
5/19/11 4:00,2,0,1,1,19.68,23.485,94,0,2,3,5
5/19/11 5:00,2,0,1,1,19.68,23.485,94,0,2,24,26
5/19/11 6:00,2,0,1,2,20.5,24.24,94,0,17,86,103
5/19/11 7:00,2,0,1,2,20.5,24.24,100,0,18,239,257
5/19/11 8:00,2,0,1,2,21.32,25,88,0,34,453,487
5/19/11 9:00,2,0,1,2,22.14,25.76,88,6.0032,40,176,216
5/19/11 10:00,2,0,1,2,22.14,25.76,83,0,35,95,130
5/19/11 11:00,2,0,1,3,22.14,25.76,88,11.0014,53,111,164
5/19/11 12:00,2,0,1,2,23.78,27.275,78,7.0015,38,130,168
5/19/11 13:00,2,0,1,3,23.78,27.275,64,16.9979,44,139,183
5/19/11 14:00,2,0,1,3,22.14,25.76,73,12.998,43,137,180
5/19/11 15:00,2,0,1,1,22.96,26.515,78,11.0014,63,125,188
5/19/11 16:00,2,0,1,1,23.78,27.275,64,12.998,55,247,302
5/19/11 17:00,2,0,1,1,22.96,26.515,78,11.0014,60,487,547
5/19/11 18:00,2,0,1,1,24.6,31.06,55,11.0014,59,454,513
5/19/11 19:00,2,0,1,1,23.78,27.275,60,8.9981,65,345,410
5/19/11 20:00,2,0,1,1,22.14,25.76,77,19.0012,46,236,282
5/19/11 21:00,2,0,1,1,22.14,25.76,77,19.0012,29,180,209
5/19/11 22:00,2,0,1,3,20.5,24.24,82,19.9995,11,68,79
5/19/11 23:00,2,0,1,1,19.68,23.485,94,0,9,63,72
6/18/11 0:00,2,0,0,1,25.42,28.03,88,8.9981,21,83,104
6/18/11 1:00,2,0,0,1,25.42,28.79,83,7.0015,15,80,95
6/18/11 2:00,2,0,0,1,24.6,27.275,88,0,16,37,53
6/18/11 3:00,2,0,0,1,24.6,27.275,88,6.0032,4,16,20
6/18/11 4:00,2,0,0,1,24.6,27.275,88,6.0032,1,4,5
6/18/11 5:00,2,0,0,1,25.42,28.79,83,0,1,6,7
6/18/11 6:00,2,0,0,1,25.42,28.79,83,7.0015,9,18,27
6/18/11 7:00,2,0,0,1,26.24,29.545,78,8.9981,12,45,57
6/18/11 8:00,2,0,0,1,27.06,30.305,78,6.0032,28,103,131
6/18/11 9:00,2,0,0,1,28.7,32.575,61,15.0013,62,156,218
6/18/11 10:00,2,0,0,1,29.52,34.09,62,12.998,68,176,244
6/18/11 11:00,2,0,0,1,29.52,34.09,62,8.9981,134,270,404
6/18/11 12:00,2,0,0,1,30.34,34.85,66,6.0032,162,258,420
6/18/11 13:00,2,0,0,1,31.16,34.85,55,0,135,192,327
6/18/11 14:00,2,0,0,2,32.8,36.365,46,19.0012,138,196,334
6/18/11 15:00,2,0,0,2,33.62,37.88,46,8.9981,153,214,367
6/18/11 16:00,2,0,0,2,31.16,34.85,52,15.0013,193,275,468
6/18/11 17:00,2,0,0,2,31.16,34.09,48,11.0014,210,239,449
6/18/11 18:00,2,0,0,2,30.34,34.09,55,12.998,118,263,381
6/18/11 19:00,2,0,0,2,30.34,33.335,51,7.0015,99,227,326
6/18/11 20:00,2,0,0,2,29.52,33.335,58,8.9981,61,127,188
6/18/11 21:00,2,0,0,2,29.52,34.09,66,7.0015,58,125,183
6/18/11 22:00,2,0,0,2,29.52,34.09,62,8.9981,56,105,161
6/18/11 23:00,2,0,0,2,29.52,34.09,62,0,53,97,150
6/19/11 0:00,2,0,0,1,28.7,32.575,65,0,18,71,89
6/19/11 1:00,2,0,0,2,28.7,32.575,65,6.0032,17,59,76
6/19/11 2:00,2,0,0,1,27.88,31.82,74,6.0032,13,59,72
6/19/11 3:00,2,0,0,2,27.06,30.305,78,8.9981,14,16,30
6/19/11 4:00,2,0,0,2,27.06,31.06,74,8.9981,7,10,17
6/19/11 5:00,2,0,0,2,27.06,30.305,78,0,7,12,19
6/19/11 6:00,2,0,0,2,27.06,30.305,78,11.0014,11,22,33
6/19/11 7:00,2,0,0,2,27.06,30.305,78,11.0014,35,36,71
6/19/11 8:00,2,0,0,3,27.88,31.82,74,7.0015,25,59,84
6/19/11 9:00,2,0,0,2,27.88,31.82,74,7.0015,58,111,169
6/19/11 10:00,2,0,0,2,28.7,32.575,61,7.0015,86,158,244
6/19/11 11:00,2,0,0,2,29.52,33.335,58,6.0032,141,236,377
6/19/11 12:00,2,0,0,2,30.34,34.09,55,6.0032,141,255,396
6/19/11 13:00,2,0,0,2,30.34,33.335,51,0,149,214,363
6/19/11 14:00,2,0,0,3,30.34,34.09,58,7.0015,124,193,317
6/19/11 15:00,2,0,0,2,30.34,34.09,55,7.0015,146,216,362
6/19/11 16:00,2,0,0,2,31.16,34.09,48,0,121,257,378
6/19/11 17:00,2,0,0,1,30.34,33.335,51,0,159,238,397
6/19/11 18:00,2,0,0,2,30.34,34.09,58,6.0032,78,218,296
6/19/11 19:00,2,0,0,1,29.52,34.09,62,8.9981,94,217,311
6/19/11 20:00,2,0,0,1,28.7,32.575,70,12.998,86,146,232
6/19/11 21:00,2,0,0,1,27.88,31.82,79,8.9981,57,110,167
6/19/11 22:00,2,0,0,1,27.06,30.305,78,15.0013,38,114,152
6/19/11 23:00,2,0,0,1,27.06,30.305,78,12.998,14,78,92
7/18/11 0:00,3,0,1,1,28.7,33.335,74,8.9981,21,30,51
7/18/11 1:00,3,0,1,1,28.7,33.335,74,15.0013,17,8,25
7/18/11 2:00,3,0,1,1,27.06,30.305,83,15.0013,2,8,10
7/18/11 3:00,3,0,1,1,27.06,30.305,78,12.998,3,4,7
7/18/11 4:00,3,0,1,1,26.24,29.545,78,11.0014,1,3,4
7/18/11 5:00,3,0,1,1,26.24,29.545,78,7.0015,2,15,17
7/18/11 6:00,3,0,1,1,26.24,28.79,83,7.0015,10,95,105
7/18/11 7:00,3,0,1,1,27.88,31.82,74,15.0013,22,255,277
7/18/11 8:00,3,0,1,1,28.7,32.575,70,12.998,18,329,347
7/18/11 9:00,3,0,1,1,30.34,34.85,67,15.0013,33,170,203
7/18/11 10:00,3,0,1,1,31.16,35.605,62,12.998,52,78,130
7/18/11 11:00,3,0,1,1,32.8,37.88,55,6.0032,42,99,141
7/18/11 12:00,3,0,1,1,32.8,38.635,59,12.998,39,126,165
7/18/11 13:00,3,0,1,1,33.62,39.395,56,16.9979,27,125,152
7/18/11 14:00,3,0,1,1,33.62,39.395,56,22.0028,32,106,138
7/18/11 15:00,3,0,1,1,34.44,40.15,53,22.0028,53,111,164
7/18/11 16:00,3,0,1,1,34.44,40.15,53,19.0012,45,220,265
7/18/11 17:00,3,0,1,1,34.44,39.395,49,22.0028,72,473,545
7/18/11 18:00,3,0,1,1,33.62,38.635,49,23.9994,80,478,558
7/18/11 19:00,3,0,1,1,32.8,37.88,55,15.0013,63,335,398
7/18/11 20:00,3,0,1,1,31.98,37.12,59,15.0013,91,232,323
7/18/11 21:00,3,0,1,1,30.34,34.85,66,12.998,48,154,202
7/18/11 22:00,3,0,1,1,31.16,36.365,66,15.0013,36,104,140
7/18/11 23:00,3,0,1,1,30.34,34.85,66,11.0014,32,59,91
7/19/11 0:00,3,0,1,1,30.34,34.85,66,7.0015,25,26,51
7/19/11 1:00,3,0,1,2,30.34,34.85,66,8.9981,7,6,13
7/19/11 2:00,3,0,1,1,29.52,34.09,70,11.0014,9,4,13
7/19/11 3:00,3,0,1,1,29.52,34.09,70,11.0014,2,1,3
7/19/11 4:00,3,0,1,1,29.52,34.09,70,8.9981,1,4,5
7/19/11 5:00,3,0,1,2,28.7,33.335,74,7.0015,0,19,19
7/19/11 6:00,3,0,1,2,29.52,34.85,74,7.0015,8,126,134
7/19/11 7:00,3,0,1,2,30.34,34.85,70,11.0014,28,287,315
7/19/11 8:00,3,0,1,2,31.16,36.365,70,11.0014,31,381,412
7/19/11 9:00,3,0,1,2,32.8,39.395,63,8.9981,22,177,199
7/19/11 10:00,3,0,1,2,33.62,39.395,56,11.0014,29,112,141
7/19/11 11:00,3,0,1,1,33.62,40.15,59,0,29,98,127
7/19/11 12:00,3,0,1,1,34.44,40.91,56,6.0032,26,127,153
7/19/11 13:00,3,0,1,1,35.26,41.665,53,7.0015,33,139,172
7/19/11 14:00,3,0,1,1,35.26,40.91,50,12.998,41,111,152
7/19/11 15:00,3,0,1,1,36.08,40.91,44,12.998,48,110,158
7/19/11 16:00,3,0,1,1,36.9,42.425,42,19.9995,61,216,277
7/19/11 17:00,3,0,1,1,32.8,40.15,66,0,68,445,513
7/19/11 18:00,3,0,1,1,32.8,40.15,66,8.9981,80,450,530
7/19/11 19:00,3,0,1,1,31.16,37.12,75,12.998,54,334,388
7/19/11 20:00,3,0,1,1,30.34,36.365,74,6.0032,48,229,277
7/19/11 21:00,3,0,1,1,30.34,35.605,74,8.9981,47,194,241
7/19/11 22:00,3,0,1,1,30.34,35.605,74,0,36,120,156
7/19/11 23:00,3,0,1,3,29.52,34.85,79,11.0014,19,73,92
8/18/11 0:00,3,0,1,1,27.88,31.82,65,8.9981,18,38,56
8/18/11 1:00,3,0,1,2,27.06,31.06,65,11.0014,13,11,24
8/18/11 2:00,3,0,1,1,27.06,31.06,65,15.0013,2,4,6
8/18/11 3:00,3,0,1,1,27.06,31.06,69,19.0012,0,6,6
8/18/11 4:00,3,0,1,1,26.24,30.305,73,15.0013,0,9,9
8/18/11 5:00,3,0,1,1,26.24,29.545,78,19.0012,0,27,27
8/18/11 6:00,3,0,1,2,26.24,29.545,78,16.9979,6,97,103
8/18/11 7:00,3,0,1,1,26.24,29.545,78,19.9995,19,289,308
8/18/11 8:00,3,0,1,1,27.06,31.06,74,19.0012,27,393,420
8/18/11 9:00,3,0,1,1,29.52,34.09,66,16.9979,42,186,228
8/18/11 10:00,3,0,1,1,30.34,34.85,66,16.9979,37,92,129
8/18/11 11:00,3,0,1,1,31.16,35.605,58,16.9979,44,97,141
8/18/11 12:00,3,0,1,1,32.8,37.12,52,19.0012,34,139,173
8/18/11 13:00,3,0,1,1,32.8,37.12,52,23.9994,33,154,187
8/18/11 14:00,3,0,1,1,33.62,37.88,46,22.0028,67,115,182
8/18/11 15:00,3,0,1,1,32.8,36.365,46,23.9994,56,118,174
8/18/11 16:00,3,0,1,1,32.8,36.365,46,23.9994,49,196,245
8/18/11 17:00,3,0,1,3,32.8,36.365,46,19.9995,44,365,409
8/18/11 18:00,3,0,1,3,31.16,34.85,55,16.9979,48,226,274
8/18/11 19:00,3,0,1,1,27.06,30.305,83,7.0015,26,115,141
8/18/11 20:00,3,0,1,1,27.06,30.305,83,7.0015,24,141,165
8/18/11 21:00,3,0,1,2,27.88,31.82,79,0,12,137,149
8/18/11 22:00,3,0,1,2,28.7,33.335,74,7.0015,18,117,135
8/18/11 23:00,3,0,1,2,28.7,33.335,74,8.9981,20,94,114
8/19/11 0:00,3,0,1,3,27.88,31.82,69,12.998,9,53,62
8/19/11 1:00,3,0,1,3,26.24,28.79,89,0,1,19,20
8/19/11 2:00,3,0,1,3,26.24,28.79,83,0,0,8,8
8/19/11 3:00,3,0,1,1,26.24,29.545,78,0,2,1,3
8/19/11 4:00,3,0,1,1,26.24,28.79,83,0,1,7,8
8/19/11 5:00,3,0,1,1,26.24,28.79,83,0,1,16,17
8/19/11 6:00,3,0,1,1,26.24,28.79,83,0,2,91,93
8/19/11 7:00,3,0,1,2,27.06,30.305,83,6.0032,12,251,263
8/19/11 8:00,3,0,1,2,27.06,30.305,83,0,30,368,398
8/19/11 9:00,3,0,1,1,28.7,32.575,65,8.9981,31,187,218
8/19/11 10:00,3,0,1,1,29.52,34.09,62,6.0032,57,108,165
8/19/11 11:00,3,0,1,2,29.52,34.09,66,6.0032,45,120,165
8/19/11 12:00,3,0,1,2,30.34,34.09,62,6.0032,54,168,222
8/19/11 13:00,3,0,1,2,31.16,35.605,62,12.998,63,169,232
8/19/11 14:00,3,0,1,1,31.98,36.365,55,12.998,78,142,220
8/19/11 15:00,3,0,1,1,32.8,37.12,49,7.0015,66,156,222
8/19/11 16:00,3,0,1,1,32.8,37.12,49,0,66,261,327
8/19/11 17:00,3,0,1,1,31.16,35.605,58,35.0008,85,442,527
8/19/11 18:00,3,0,1,1,31.16,35.605,58,35.0008,88,337,425
